S.No,Radius(m),particle density(kg/m^3),fluid density(kg/m^3),Viscosity(Pa.s),Terminal velocity(m/s),Drag(N),cd,Reynolds,Region,iterations,error
135,0.1,2267.0,899.0,0.8,2.769144035339356,56.215736238874996,0.5191432866819473,622.3651219425203,Intermediate region,19,3.267141110340693e-05
136,0.001,7600.0,600.0,0.05,0.20971323242187498,0.0002876309566666005,6.939254723765563,5.033117578124999,Intermediate region,14,4.612189296158422e-05
137,0.001,5323.0,600.0,0.05,0.1510360282958984,0.00019407023393371836,9.026651768462475,3.6248646791015613,Intermediate region,15,3.829792680346901e-05
138,0.001,3500.0,600.0,0.05,0.09936004638671875,0.00011916364575716309,12.807049355578346,2.3846411132812495,Intermediate region,15,2.7245644623801608e-05
139,0.001,2600.0,600.0,0.05,0.07161640625000001,8.218524386842341e-05,17.00190842154698,1.7187937500000001,Intermediate region,11,1.4358629393547555e-05
140,0.001,2267.0,600.0,0.05,0.060845662792968755,6.850308323870828e-05,19.632686833508945,1.46029590703125,Intermediate region,13,3.8920149546643766e-05
141,0.003,7600.0,600.0,0.05,0.8006191040039063,0.007766077971412346,1.4283551731702142,57.64457548828126,Intermediate region,16,4.0695769336345195e-05
142,0.003,5323.0,600.0,0.05,0.6130080691589357,0.005240164908846838,1.643989105215795,44.136580979443366,Intermediate region,17,1.2959261066832561e-05
143,0.003,3500.0,600.0,0.05,0.4370491516113282,0.003217462689974629,1.9858174358630731,31.46753891601563,Intermediate region,16,1.349134863440718e-05
144,0.003,2600.0,600.0,0.05,0.33568593750000003,0.0022188856674890275,2.3214267876683023,24.169387500000003,Intermediate region,10,3.788046030583877e-05
145,0.003,2267.0,600.0,0.05,0.29434688250732427,0.0018495178552905321,2.5166684843374494,21.192975540527346,Intermediate region,16,3.5636984359183648e-06
146,0.005,7600.0,600.0,0.05,1.3074478149414062,0.03595581975356173,0.8927078040102006,156.89373779296872,Intermediate region,16,8.11650512217383e-06
147,0.005,5323.0,600.0,0.05,1.0160871192932128,0.02426072913632676,0.9973114866667429,121.93045431518553,Intermediate region,17,4.207792045604369e-05
148,0.005,3500.0,600.0,0.05,0.7400876464843751,0.014895609157451301,1.1541993416694656,88.810517578125,Intermediate region,13,1.694494431027898e-05
149,0.005,2600.0,600.0,0.05,0.5791622924804688,0.010272756798654907,1.2997963512435609,69.49947509765624,Intermediate region,17,2.4450344463397708e-05
150,0.005,2267.0,600.0,0.05,0.5128973078918457,0.008562386741625638,1.3814108564336474,61.547676947021486,Intermediate region,17,1.9317535225291392e-05
151,0.007,7600.0,600.0,0.05,1.7630124633789066,0.0986635553233482,0.6873513479583158,296.1860938476563,Intermediate region,16,1.608228551228828e-05
152,0.007,5323.0,600.0,0.05,1.3785980958374022,0.06657012367156957,0.758467205792735,231.60448010068356,Intermediate region,16,2.2292650434568537e-05
153,0.007,3500.0,600.0,0.05,1.0132448132324219,0.04087385738624598,0.8620841081626647,170.22512862304686,Intermediate region,16,9.462036526949881e-06
154,0.007,2600.0,600.0,0.05,0.7993244628906251,0.028189575452541093,0.9553777413891351,134.286509765625,Intermediate region,15,1.5664298166742576e-05
155,0.007,2267.0,600.0,0.05,0.7109335045013427,0.02349570880447257,1.0066149585273796,119.43682875622558,Intermediate region,18,2.796583961928734e-06
156,0.01,7600.0,600.0,0.05,2.3885662841796877,0.28765773804740935,0.5349711208061808,573.255908203125,Intermediate region,17,4.69840296802415e-05
157,0.01,5323.0,600.0,0.05,1.8759316966247561,0.19407457121325156,0.5851449548626292,450.2236071899415,Intermediate region,19,1.5949762757960355e-05
158,0.01,3500.0,600.0,0.05,1.3877608032226565,0.11916391910344748,0.6565146426934091,333.06259277343753,Intermediate region,17,2.4951833997691734e-05
159,0.01,2600.0,600.0,0.05,1.1011767578125,0.08218758634100254,0.7191525527531158,264.282421875,Intermediate region,15,4.2861388569653824e-05
160,0.01,2267.0,600.0,0.05,0.9824871075439453,0.0685007967328784,0.7529580401259925,235.79690581054686,Intermediate region,17,5.5407056890722425e-06
161,0.03,7600.0,600.0,0.05,5.820121994018556,7.766273589592497,0.27029304642849405,4190.48783569336,Newtons region,20,1.5507995013484986e-05
162,0.03,5323.0,600.0,0.05,4.599257270278931,5.240091789132829,0.2920450506321777,3311.4652346008306,Newtons region,20,9.946245185546693e-07
163,0.03,3500.0,600.0,0.05,3.4332754669189445,3.2174828447124275,0.3217994538747945,2471.95833618164,Newtons region,19,7.227261735375839e-06
164,0.03,2600.0,600.0,0.05,2.7464886474609376,2.219012882632004,0.34680916849908927,1977.471826171875,Newtons region,18,1.9450264693929713e-05
165,0.03,2267.0,600.0,0.05,2.461374744873046,1.849462218635459,0.35989544217284597,1772.1898163085932,Newtons region,16,2.6518116230576625e-05
166,0.05,7600.0,600.0,0.05,8.71292304992676,35.95622942253561,0.20101813980647512,10455.507659912111,Newtons region,20,1.9510273968672243e-05
167,0.05,5323.0,600.0,0.05,6.8920714054107695,24.259369757226803,0.21675485871233344,8270.485686492922,Newtons region,20,1.3956516603248403e-05
168,0.05,3500.0,600.0,0.05,5.152795124053956,14.896484022377807,0.23811507353739325,6183.354148864747,Newtons region,21,4.17871352387626e-05
169,0.05,2600.0,600.0,0.05,4.127458572387697,10.272787481870223,0.25592441653465176,4952.950286865236,Newtons region,21,2.1463564410070307e-05
170,0.05,2267.0,600.0,0.05,3.701897801399232,8.562515230202923,0.2651803692093842,4442.277361679078,Newtons region,21,4.311661386668197e-06
171,0.07,7600.0,600.0,0.05,11.346854095458985,98.65763769389994,0.16592528179331656,19062.714880371095,Newtons region,19,4.389654454196212e-05
172,0.07,5323.0,600.0,0.05,8.979498081378939,66.56812739497131,0.1787701517129865,15085.556776716618,Newtons region,22,7.695593397259652e-06
173,0.07,3500.0,600.0,0.05,6.71713102912903,40.87345633323312,0.19615822204915417,11284.780128936773,Newtons region,22,1.9273912472506323e-05
174,0.07,2600.0,600.0,0.05,5.383704528808593,28.189584841647143,0.21060032597186343,9044.623608398437,Newtons region,19,1.599737353106042e-05
175,0.07,2267.0,600.0,0.05,4.830014029960633,23.49627280250831,0.21808961404810115,8114.423570333865,Newtons region,21,2.6800950788861045e-05
176,0.1,7600.0,600.0,0.05,15.001304626464847,287.6319983626833,0.1356150882017657,36003.13110351563,Newtons region,20,4.250041893879633e-05
177,0.1,5323.0,600.0,0.05,11.874806317329409,194.07703406896405,0.14603264435747132,28499.53516159058,Newtons region,23,3.259710603561684e-06
178,0.1,3500.0,600.0,0.05,8.886936187744144,119.17230767865139,0.16010323170221588,21328.646850585945,Newtons region,20,4.544167065264553e-05
179,0.1,2600.0,600.0,0.05,7.125183105468752,82.18594677361351,0.1717648823199566,17100.439453125004,Newtons region,18,2.2911445565166036e-05
180,0.1,2267.0,600.0,0.05,6.393541229248048,68.50001231315362,0.17780197548840154,15344.498950195315,Newtons region,18,5.910607411430725e-06
181,0.001,7600.0,300.0,0.02,0.42674657592773446,0.0002999714748961106,3.4954149255441127,12.802397277832034,Intermediate region,15,1.1935762558148288e-06
182,0.001,5323.0,300.0,0.02,0.3202200822448731,0.0002064034711353999,4.271483523004562,9.606602467346192,Intermediate region,16,8.745625649947145e-06
183,0.001,3500.0,300.0,0.02,0.22421640625,0.00013149326809739663,5.550442562258891,6.726492187499999,Intermediate region,13,9.384508386074415e-06
184,0.001,2600.0,300.0,0.02,0.17146876220703128,9.451492237765964e-05,6.821646724464686,5.1440628662109384,Intermediate region,14,3.43765690284225e-05
185,0.001,2267.0,300.0,0.02,0.15068667877197267,8.082997141699999e-05,7.554079859437516,4.52060036315918,Intermediate region,15,2.4059131025827708e-05
186,0.003,7600.0,300.0,0.02,1.392244313049317,0.008099225975024518,0.9852103598164872,125.30198817443853,Intermediate region,17,1.6685801709839267e-06
187,0.003,5323.0,300.0,0.02,1.092866946487427,0.005572821992887936,1.1001627792824868,98.35802518386843,Intermediate region,17,2.16163431177818e-05
188,0.003,3500.0,300.0,0.02,0.81267802734375,0.0035502379230422988,1.2674673539793309,73.1410224609375,Intermediate region,16,3.20063772691836e-05
189,0.003,2600.0,300.0,0.02,0.6520051483154297,0.0025518701309851298,1.415379422937913,58.68046334838866,Intermediate region,16,2.1533471331765686e-05
190,0.003,2267.0,300.0,0.02,0.586755475708008,0.0021823868411672393,1.494630329276677,52.80799281372072,Intermediate region,14,1.3800912684217965e-05
191,0.005,7600.0,300.0,0.02,2.197369089126587,0.03749667522857655,0.6591823934656112,329.60536336898804,Intermediate region,19,5.2301352068071e-06
192,0.005,5323.0,300.0,0.02,1.7409304040908813,0.025801417286968328,0.7226027370947015,261.13956061363217,Intermediate region,18,2.9369486950232652e-05
193,0.005,3500.0,300.0,0.02,1.3114727783203126,0.0164366191706501,0.8111717012167425,196.7209167480469,Intermediate region,18,1.177800918486018e-05
194,0.005,2600.0,300.0,0.02,1.0637421035766603,0.011814451380027185,0.8862570858690656,159.56131553649902,Intermediate region,17,4.166310341216769e-05
195,0.005,2267.0,300.0,0.02,0.962647747039795,0.01010306041100532,0.9254160169452872,144.39716205596926,Intermediate region,16,4.383970527030499e-05
196,0.007,7600.0,300.0,0.02,2.922293725585938,0.10289515597422266,0.521807103362466,613.6816823730469,Intermediate region,13,4.681953089587023e-05
197,0.007,5323.0,300.0,0.02,2.3238366355934144,0.07079814960603766,0.5677713930668585,488.005693474617,Intermediate region,19,1.6100149635890144e-05
198,0.007,3500.0,300.0,0.02,1.7598177734375005,0.04510062183404088,0.6306812488149113,369.56173242187515,Intermediate region,15,4.417458415419564e-05
199,0.007,2600.0,300.0,0.02,1.4337556564331058,0.03241605065668072,0.6829243563367724,301.0886878509522,Intermediate region,17,4.483122126535535e-05
200,0.007,2267.0,300.0,0.02,1.3006344342727663,0.027724388712583703,0.7097644973167341,273.13323119728096,Intermediate region,18,1.3545377284820459e-05
201,0.01,7600.0,300.0,0.02,3.9203122520446785,0.29997076548307794,0.4141870154723419,1176.0936756134035,Newtons region,20,3.5585084089510896e-06
202,0.01,5323.0,300.0,0.02,3.125759033966065,0.20640702988755316,0.4483037407655922,937.7277101898194,Intermediate region,18,8.495949843348464e-06
203,0.01,3500.0,300.0,0.02,2.375992431640625,0.13149090610245867,0.49427026059962265,712.7977294921875,Intermediate region,19,2.7347198081038985e-05
204,0.01,2600.0,300.0,0.02,1.9419533538818365,0.09451035873877575,0.5318151342289417,582.5860061645509,Intermediate region,18,1.3909941200251483e-05
205,0.01,2267.0,300.0,0.02,1.7644997871398926,0.08082662855660526,0.5508966247192332,529.3499361419678,Intermediate region,18,1.7298557990607207e-05
206,0.03,7600.0,300.0,0.02,9.424776077270508,8.09947518892279,0.2149963846533916,8482.298469543457,Newtons region,18,2.9101456769161074e-05
207,0.03,5323.0,300.0,0.02,7.541421034240722,5.572756478890121,0.2310362082784408,6787.27893081665,Newtons region,17,3.337207149473358e-05
208,0.03,3500.0,300.0,0.02,5.762117614746094,3.55022810594258,0.2521206273921337,5185.905853271484,Newtons region,21,3.477148364261713e-05
209,0.03,2600.0,300.0,0.02,4.7302477741241455,2.5517562571385417,0.26889812078865366,4257.222996711731,Newtons region,21,2.3091173670448858e-05
210,0.03,2267.0,300.0,0.02,4.307991797447205,2.1824054424223247,0.2772694745464483,3877.192617702484,Newtons region,20,2.2324384073008394e-05
211,0.05,7600.0,300.0,0.02,14.077405571937565,37.498070919354106,0.16061368263406461,21116.108357906345,Newtons region,22,4.245205071534799e-05
212,0.05,5323.0,300.0,0.02,11.271117190122606,25.800396963780578,0.17238970122180233,16906.67578518391,Newtons region,22,1.017691248853702e-05
213,0.05,3500.0,300.0,0.02,8.619159698486332,16.43654595680698,0.1878017188800536,12928.739547729498,Newtons region,22,1.6232269519562758e-05
214,0.05,2600.0,300.0,0.02,7.080835223197939,11.813921510444725,0.20000643298996834,10621.252834796907,Newtons region,22,3.1880404478176605e-06
215,0.05,2267.0,300.0,0.02,6.451048517227175,10.10350381824203,0.20607734628362454,9676.572775840761,Newtons region,19,4.677861000021461e-08
216,0.07,7600.0,300.0,0.02,18.31732169389725,102.89122630925714,0.13280584401906403,38466.37555718423,Newtons region,23,8.626781067780886e-06
217,0.07,5323.0,300.0,0.02,14.669813614010813,70.79859003434969,0.1424748488712994,30806.60858942271,Newtons region,23,2.2321151249672006e-05
218,0.07,3500.0,300.0,0.02,11.221755905151369,45.10228973647124,0.15510998052198535,23565.68740081788,Newtons region,23,7.194412182392493e-06
219,0.07,2600.0,300.0,0.02,9.221636528968812,32.418176527568306,0.16509555100036138,19365.43671083451,Newtons region,22,2.0746649546410088e-05
220,0.07,2267.0,300.0,0.02,8.40248558192253,27.723528254107187,0.17005747899542872,17645.219722037316,Newtons region,22,1.749119995717032e-05
221,0.1,7600.0,300.0,0.02,24.20126175880433,299.9593323022051,0.10867889861496147,72603.78527641298,Newtons region,23,4.1672689867167864e-05
222,0.1,5323.0,300.0,0.02,19.385877745151525,206.41111611172317,0.11655234377692393,58157.63323545458,Newtons region,23,2.829304148603496e-05
223,0.1,3500.0,300.0,0.02,14.832489013671879,131.4902538245201,0.12683069179594417,44497.46704101563,Newtons region,21,3.230769398107404e-05
224,0.1,2600.0,300.0,0.02,12.191002845764164,94.50837786351676,0.13494298477177438,36573.00853729249,Newtons region,21,3.486899512387717e-05
225,0.1,2267.0,300.0,0.02,11.109911923408514,80.83039406160495,0.13896720806261356,33329.73577022555,Newtons region,22,2.9288067347373394e-05
226,0.001,7600.0,1.2,1.8e-05,23.61973731825087,0.0003122515493841423,0.29692950353472186,3149.2983091001156,Newtons region,16,4.539035322339436e-06
227,0.001,5323.0,1.2,1.8e-05,19.078154135386146,0.00021868149267484087,0.3187411976639239,2543.7538847181527,Newtons region,20,9.523981072614171e-06
228,0.001,3500.0,1.2,1.8e-05,14.830151559617779,0.00014377773181925145,0.3468161606580005,1977.3535412823703,Newtons region,20,3.4294220873794054e-05
229,0.001,2600.0,1.2,1.8e-05,12.399727134704587,0.00010679217481668072,0.36848011089596866,1653.2969512939449,Newtons region,20,2.0622644970369742e-05
230,0.001,2267.0,1.2,1.8e-05,11.415928001827663,9.310504590767008e-05,0.37900911379744884,1522.1237335770215,Newtons region,20,1.3747633435829116e-05
231,0.003,7600.0,1.2,1.8e-05,56.1776213684082,0.00843083026206854,0.15747079493244082,22471.048547363276,Newtons region,18,9.097192122826213e-06
232,0.003,5323.0,1.2,1.8e-05,45.45675406837464,0.0059045461930574234,0.16844031713054777,18182.701627349856,Newtons region,21,1.5184615870398185e-05
233,0.003,3500.0,1.2,1.8e-05,35.420938861846935,0.0038819993200031417,0.18238607855699193,14168.375544738774,Newtons region,21,3.443870896411307e-05
234,0.003,2600.0,1.2,1.8e-05,29.675599689483647,0.0028834527525316103,0.19300572839956523,11870.239875793457,Newtons region,21,4.2830473316455015e-05
235,0.003,2267.0,1.2,1.8e-05,27.348687174797064,0.002513906720080137,0.19812193416207297,10939.474869918826,Newtons region,22,1.4289039357727836e-05
236,0.005,7600.0,1.2,1.8e-05,83.76221315066019,0.03903249969075578,0.11805623964054739,55841.475433773456,Newtons region,22,3.1594722530101134e-05
237,0.005,5323.0,1.2,1.8e-05,67.79435410367118,0.027334731912842032,0.12620792666801695,45196.23606911412,Newtons region,23,2.615701854636217e-05
238,0.005,3500.0,1.2,1.8e-05,52.84792278077868,0.01797133364353771,0.13654736749882618,35231.94852051912,Newtons region,21,1.4829611233348002e-05
239,0.005,2600.0,1.2,1.8e-05,44.290903825230075,0.013348863191692437,0.14440228474034392,29527.26921682005,Newtons region,23,8.736855403845791e-06
240,0.005,2267.0,1.2,1.8e-05,40.825380961100265,0.011638357206156918,0.1481801597561336,27216.92064073351,Newtons region,16,5.711211790305678e-06
241,0.007,7600.0,1.2,1.8e-05,108.9170973564254,0.10710492302023547,0.09775075322627994,101655.9575326637,Newtons region,24,2.9203248160805085e-05
242,0.007,5323.0,1.2,1.8e-05,88.1654683918953,0.07500856957996532,0.10447602537200493,82287.77049910228,Newtons region,23,1.3760217470826675e-06
243,0.007,3500.0,1.2,1.8e-05,68.73614410771265,0.049311672127959956,0.11300097601650412,64153.73450053179,Newtons region,23,4.864125727199514e-05
244,0.007,2600.0,1.2,1.8e-05,57.61483236026764,0.036628996997276696,0.11947009757600494,53773.8435362498,Newtons region,23,9.943281007505652e-07
245,0.007,2267.0,1.2,1.8e-05,53.111138193501375,0.03193633505891085,0.12257916415576825,49570.39564726794,Newtons region,23,2.7094495672079982e-05
246,0.01,7600.0,1.2,1.8e-05,143.8384252283308,0.3122569309164376,0.08006839526023297,191784.56697110774,Newtons region,24,2.1773719130326065e-05
247,0.01,5323.0,1.2,1.8e-05,116.44171093569864,0.21867961373540348,0.08556379111041833,155255.61458093152,Newtons region,24,1.8116027521295712e-05
248,0.01,3500.0,1.2,1.8e-05,90.79416593975492,0.14377159962866023,0.092524361093052,121058.88791967323,Newtons region,23,8.357730943587322e-06
249,0.01,2600.0,1.2,1.8e-05,76.11004143291052,0.10679276254224854,0.09780403700338358,101480.05524388069,Newtons region,24,2.612621008887296e-05
250,0.01,2267.0,1.2,1.8e-05,70.16208099789091,0.09310745698377247,0.10034099855547102,93549.44133052122,Newtons region,21,1.2148309499159475e-05
251,0.03,7600.0,1.2,1.8e-05,338.4717485427856,8.431079618001526,0.04338051545465733,1353886.9941711423,Newtons region,22,3.867413694003832e-05
252,0.03,5323.0,1.2,1.8e-05,274.02603167891505,5.904204281196455,0.046348330998747814,1096104.1267156599,Newtons region,26,4.2722806916947616e-05
253,0.03,3500.0,1.2,1.8e-05,213.70902858972548,3.8820038750348433,0.05010333004406949,854836.1143589017,Newtons region,26,3.56121219908828e-05
254,0.03,2600.0,1.2,1.8e-05,179.15782220363621,2.8832671015141025,0.05295045482069817,716631.2888145448,Newtons region,25,2.1557253815536243e-05
255,0.03,2267.0,1.2,1.8e-05,165.1661446094513,2.513765062435038,0.05431740214184622,660664.5784378051,Newtons region,23,4.2061368602288756e-05
256,0.05,7600.0,1.2,1.8e-05,503.76635561386763,39.031558299161524,0.03263746655135603,3358442.3707591174,Newtons region,26,7.475812782477668e-06
257,0.05,5323.0,1.2,1.8e-05,407.8677300529348,27.334823924639498,0.034868756302185396,2719118.200352899,Newtons region,27,2.2790993556332622e-05
258,0.05,3500.0,1.2,1.8e-05,318.081402944194,17.97101871078292,0.03769250560880788,2120542.6862946264,Newtons region,26,3.235352407714057e-05
259,0.05,2600.0,1.2,1.8e-05,266.67592777146245,13.348796242485257,0.03983211277514148,1777839.5184764161,Newtons region,24,3.7214626213130686e-06
260,0.05,2267.0,1.2,1.8e-05,245.855972584751,11.638427602170456,0.040859368624707244,1639039.817231673,Newtons region,26,1.1759867484385424e-05
261,0.07,7600.0,1.2,1.8e-05,654.5925077103907,107.09874189089395,0.027061078783346973,6109530.071963646,Newtons region,28,2.8509410382868622e-05
262,0.07,5323.0,1.2,1.8e-05,529.9980277081332,75.00699174637244,0.02891052896372599,4946648.258609244,Newtons region,26,1.9659384912264726e-05
263,0.07,3500.0,1.2,1.8e-05,413.32649853030847,49.3118582861952,0.03125126977375344,3857713.986282879,Newtons region,27,4.486630557734812e-05
264,0.07,2600.0,1.2,1.8e-05,346.5337837292089,36.6291281238793,0.033024649507110634,3234315.31480595,Newtons region,27,4.574189514482897e-06
265,0.07,2267.0,1.2,1.8e-05,319.48191378017276,31.93612803065542,0.03387602954479161,2981831.1952816127,Newtons region,27,2.061178986417982e-05
266,0.1,7600.0,1.2,1.8e-05,864.0892355309595,312.25753478496915,0.02218679720678891,11521189.807079459,Newtons region,27,2.3707644754368627e-05
267,0.1,5323.0,1.2,1.8e-05,699.6202930642501,218.68943758774356,0.023702922061360373,9328270.57419,Newtons region,28,2.6806652755638757e-05
268,0.1,3500.0,1.2,1.8e-05,545.6161593728596,143.7746998374109,0.02562163842249545,7274882.12497146,Newtons region,27,1.3205518321031615e-05
269,0.1,2600.0,1.2,1.8e-05,457.42003579934453,106.78558657157996,0.027075790645451958,6098933.810657927,Newtons region,27,4.1070835653511244e-05
270,0.1,2267.0,1.2,1.8e-05,421.70688486761526,93.10169434228507,0.02777378560600337,5622758.464901536,Newtons region,27,4.9744815717997445e-05
